game_link,name,price,genres,features,developer,publisher,release date,platform,os version,memory,storage,directx,gpu,languages,Critics Recommend,Top Critic Average,OpenCritic Rating
Superliminal₹595,Superliminal,₹595,First PersonPuzzle,Controller SupportSingle Player,DeveloperPillow Castle,PublisherPillow Castle,Release Date11/12/19,PlatformWindowsWindowsMac OSMac OS,Windows 7,12Gb,Nvidia GTX760 or equivalent,4Gb,null,null,66%,75,Strong
KORAL₹239,KORAL,₹239,PuzzleCasualExploration,Single PlayerController Support,DeveloperCarlos Coronado,PublisherCarlos Coronado,Release Date06/30/21,PlatformWindowsWindows,"Windows 7 SP1 64bit, Windows 8.1 64bit Windows 10 64bit",2 GB RAM,NVIDIA® GeForce GTX 750 Ti / ATI Radeon HD 7950,DirectX 9,300 mb,"Text: Catalan, English, German, French, Russian",null,null,null
HORROR TALES The Wine₹349,HORROR TALES: The Wine,₹349,HorrorSurvivalExploration,Controller SupportSingle Player,DeveloperCarlos Coronado,PublisherCarlos Coronado,Release Date07/30/21,PlatformWindowsWindows,"Windows 7 SP1 64bit, Windows 8.1 64bit Windows 10 64bit",2 GB RAM,NVIDIA® GeForce GTX 750 Ti / ATI Radeon HD 7950,DirectX 9,4G,"Text: English, Catalan, Russian, Spanish",null,null,null
Zombie Rollerz: Pinball Heroes₹399,Zombie Rollerz: Pinball Heroes,₹399,CasualRogue-LiteAction,Controller SupportSingle Player,DeveloperZing Games Inc.,PublisherDaedalic Entertainment,Release Date03/02/22,PlatformWindowsWindows,"Windows 8.1, 10 or 11 64bit",8 GB,NVIDIA® GeForce® GTX 750 or AMD Radeon™ R7 265,DirectX 11,2 GB,"Text: Japanese, Dutch, Portuguese, Korean, French, English, German, Italian, Arabic, Spanish (Spain), Turkish, Chinese (Traditional), Chinese (Simplified), Russian",null,null,null
Godlike Burger-10%₹529₹476.10,Godlike Burger,₹476.10,IndieActionRogue-Lite,Controller Support,DeveloperLiquid Pug,PublisherDaedalic Entertainment,Release Date04/21/22,PlatformWindowsWindowsMac OSMac OS,Windows 10 or 11 64bit,8 GB,NVIDIA® GeForce® GTX 750 or AMD Radeon™ R7 265,DirectX 11,3 GB available space,"Text: Chinese (Traditional), Russian, English, German, French, Japanese, Spanish (Spain), Portuguese, Korean, Chinese (Simplified), Spanish (Latin America)",null,null,null
"Close To The Sun₹1,490",Close To The Sun,"₹1,490",HorrorFirst PersonAdventure,Single Player,DeveloperStorm in a Teacup,PublisherWired Productions,Release Date05/02/19,PlatformWindowsWindows,Windows 10,8 GB RAM,NVIDIA® GeForce® GTX 760 or AMD Radeon™ R7 260x with 3GB Video RAM,11,50 GB,null,24%,64,Weak
Observation₹745,Observation,₹745,PuzzleNarrationAdventure,Controller SupportSingle Player,DeveloperNo Code,PublisherDevolver Digital,Release Date05/21/19,PlatformWindowsWindows,"Windows 7, 8, 8.1, 10 x64",GeForce GT 640 (2048 MB) | Radeon HD 7750 (2048 MB),"OBSERVATIONObservation is a sci-fi thriller uncovering what happened to Dr. Emma Fisher, and the crew of her mission, through the lens of the station’s artificial intelligence S.A.M. Players assume the role of S.A.M. by operating the station’s control systems, cameras, and tools to assist Emma in discovering what is happening to the station, the vanished crew, and S.A.M. himself.",12 GB,null,null,73%,76,Strong
Oddworld: New 'n' Tasty₹469,Oddworld: New 'n' Tasty,₹469,ActionPuzzlePlatformer,null,DeveloperJust Add Water,"PublisherOddworld Inhabitants, Inc.",Release Date12/18/20,PlatformWindowsWindows,Windows 7,4GB RAM,"Oddworld: New 'n' TastyBack to OddworldOnce a happy floor waxer in Oddworld's biggest meat processing plant, Abe stumbles across his boss's secret plan to turn the factory's slave labor force into the latest in the RuptureFarms Tasty Treats line of novelty meat snacks. Abe now has to save his own skin from the grinders, but simply escaping the flesh farm is only the start of his Oddysee - for many dangers await Abe on his journey to discover his destiny.Built from scratch from the ground up, enjoy new breathtaking visuals, enhanced audio and improved, deeper gameplay.",nVIdia GTX 260 or equivalent,null,null,85%,81,Strong
112th Seed₹119,112th Seed,₹119,Platformer,Single Player,DeveloperNERDGAMES,PublisherNERDGAMES,Release Date04/02/22,PlatformWindowsWindows,XP,2GB,ONBOARD,100,null,Text: English,null,null,null
ParadigmNEW TO EPIC-100%₹349Free,Paradigm,Free,Comedy,Single Player,DeveloperJanerka Productions,PublisherJanerka Productions,Release Date04/28/22,Windows ,Windows Vista,2 GB RAM,OpenGL 2.0 compatible with 512 MB RAM (Shared Memory is not recommended),DirectX 9,5 GB available space,Text: English,null,null,null
Wildfire - Ticket to Rock₹239,Wildfire - Ticket to Rock,₹239,NarrationIndie,Single Player,DeveloperVisual Saga,PublisherHound Picked Games,Release Date03/23/22,Windows ,Windows Vista,2 GB RAM,OpenGL 2.0 or DirectX 9.0c,DirectX 9,500 MB available space,Text: English,null,null,null
RUN - The world in-between₹239,RUN: The World In-Between,₹239,Platformer,Single PlayerController Support,DeveloperTeam RUN,PublisherPID Games,Release Date04/14/22,PlatformWindowsWindows,"Microsoft® Windows® 7 SP1, 8.1, 10 (version 1607 or better)",2Gb RAM,OpenGL 3.0 (DirectX® 10) compliant graphics card and driver,DirectX 10,300Mb,"Text: Portuguese, Russian, English, French, Dutch, Turkish, Spanish (Spain), Chinese (Simplified), German, Italian, Japanese",null,null,null
LOVE 3₹239,LOVE 3,₹239,ActionIndiePlatformer,Single PlayerController Support,DeveloperFred Wood,PublisherScreenwave Media,Release Date12/07/21,PlatformWindowsWindows,Windows 7 (64-bit),1 GB RAM,OpenGL 4-compliant onboard graphics,DirectX 11,320 MB available space,"Text: Portuguese, Polish, Norwegian, Korean, Ukrainian, Turkish, Swedish, Spanish (Spain), Spanish (Latin America), Russian, Japanese, German, Italian, Finnish, French, Danish, Dutch, Chinese (Simplified), Chinese (Traditional), English",null,null,null
Amnesia: Rebirth₹707,Amnesia: Rebirth,₹707,HorrorStealthAdventure,Single Player,DeveloperFrictional Games,PublisherFrictional Games,Release Date10/20/20,Windows ,"Windows 7 / 8 / 10, 64-bits",4 gb,"OpenGL 4.0, Nvidia GTX 460 / AMD Radeon HD 5750 / Intel HD 630",null,null,null,null,null,null
Lila's Sky Ark-20%₹349₹279.20,Lila’s Sky Ark,₹279.20,Action-Adventure,Controller SupportSingle Player,DeveloperMonolith of Minds,PublisherGraffiti Games,Release Date04/21/22,PlatformWindowsWindows,Requires a 64-bit processor and operating system,1 GB RAM,OpenGL ES 3.0+ Compatible Card,1 GB available space,Gamepad,"Text: English, German, Chinese (Simplified), Italian, Portuguese, Spanish (Latin America), Russian, French",null,null,null
Orwell: Ignorance is Strength₹239,Orwell: Ignorance is Strength,₹239,IndieSimulationAdventure,Single Player,DeveloperOsmotic Studios,PublisherFellow Traveller,Release Date03/18/22,PlatformWindowsWindows,Windows XP SP2+,4 GB RAM,"‎Orwell: Ignorance is Strength is the second--darker--season of the award-winning surveillance thriller, Orwell. With the power to both uncover and play with ""the truth"", you must decide for yourself how far you will go in the service of your country and whether the truth is sacred or ignorance is strength.Inducted into “The Office”--a top-secret department of the government’s Orwell security program--you’ll take on the role of an investigative agent during a time when civil unrest threatens to become a major political crisis between the Nation and neighboring country Parges.‎You‘re tasked with uncovering the truth behind the escalating political tension, and delving deep into the lives of Raban Vhart, editor of The People’s Voice and self-proclaimed guardian of truth, his wife, Karen, and his brother, Illya, to uncover their potential involvement.To assist you in your task, you will be given new tools and mechanics that provide opportunities to control and impact the narrative. A new “time of day” system puts you in time-sensitive situations, making who you chose to investigate and when, more important than ever.Investigate the agitatorsEnter the world of Orwell and join a top-secret department of agents known as “The Office” during a time of civil unrest and political tension. Profile persons of interest by exploring web pages, social media and private communications. Make connections. Find the information you need to know.Uncover the truthSeparate the stories from the facts, the propagated myths and fake news from what’s really happening. Identify the hidden agendas of all those involved and expose them.Manipulate the informationUse Orwell’s upgraded toolset and the information you have uncovered to create your own version of the truth. Then use that to gain influence and control over the situation.End the threatExpose the truth. Destroy the lives and influence of those who seek to bring harm to the government and diplomatic relations with neighboring countries. Put an end to the civil unrest threatening to destroy the Nation.",DirectX 9,3 GB available space,Text: English,null,null,null
Out of the Park Baseball 23NEW TO EPIC-10%₹939₹845.10,Out of the Park Baseball 23,₹845.10,SportsSimulation,Single PlayerMultiplayerCompetitiveCo-op,DeveloperOut of the Park Developments,PublisherOut of the Park Developments,Release Date04/22/22,Windows ,Win8.x/Win10,2 GB RAM,"Out of the Park Baseball 23Out of the Park Baseball 23 - the 23rd version of the award-winning sports strategy franchise - is a baseball strategy powerhouse. Loaded with powerful new 3D visuals, all-new customization options, and - for the first time ever! - in-game tutorials guiding you through its incredible depth, it appeals to series rookies and veterans alike. Featuring unmatched authenticity licensed by MLB and the MLBPA and a bevy of offline and online gameplay options, Out of the Park Baseball 23 builds on the series’ rich tradition as an unparalleled experience.",3 GB available space,null,"Text: English, Korean",null,null,null
Batman Arkham Asylum Game of the Year Edition₹521,Batman™: Arkham Asylum Game of the Year Edition,₹521,ActionFightingStealth,Single Player,DeveloperRocksteady Studios,PublisherWarner Bros.,Release Date03/26/10,PlatformWindowsWindows,Vista/XP,1GB Ram(XP)/2GB Ram,PCI Express SM3 NVidia 6600/ ATI 1300,9,8GB free space,null,null,null,null
Shakedown - Hawaii₹595,Shakedown - Hawaii,₹595,ActionOpen WorldAdventure,Single PlayerController Support,DeveloperVBlank Entertainment,PublisherVBlank Entertainment,Release Date05/07/19,PlatformWindowsWindows,Windows® XP / Vista / 7 / 8 / 10,256 MB RAM,Pixel Shader 2.0 and Vertex Shader 2.0,150 MB available space,null,null,65%,75,Strong
Cyanide & Happiness - Freakpocalypse (Episode 1)₹469,Cyanide & Happiness - Freakpocalypse (Episode 1),₹469,NarrationComedyAdventure,Single Player,"DeveloperExplosm, Skeleton Crew Studios",PublisherSerenity Forge,Release Date03/11/21,PlatformWindowsWindows,"Windows XP, Vista, 7, 8 or later",4 GB RAM,Privacy Policy,null,null,null,16%,66,Fair
Alex Kidd in Miracle World DX₹730,Alex Kidd in Miracle World DX,₹730,ActionAdventurePlatformer,Single PlayerController Support,DeveloperJankenteam,PublisherMerge Games,Release Date06/22/21,PlatformWindowsWindows,Windows 7,4gb,Privacy Policy,null,null,null,29%,64,Weak
Real Farm - Gold Edition₹529,Real Farm - Gold Edition,₹529,SimulationOpen WorldAdventure,null,DeveloperSOEDESCO,PublisherSOEDESCO,Release Date06/24/21,PlatformWindowsWindows,Windows 7,4GB RAM,Privacy Policy,null,null,null,null,null,null
World War Z Aftermath₹939,World War Z: Aftermath,₹939,ActionSurvivalShooter,Controller SupportCo-opMultiplayerSingle Player,DeveloperSaber Interactive,PublisherSaber Interactive Inc.,Release Date09/21/21,PlatformWindowsWindows,AMD A10-5700 / Core i3-3220,Windows 7 and later,Radeon HD 5870 / GF650Ti / Intel 630,45 GB,null,null,49%,71,Fair
Afterparty₹595,Afterparty,₹595,Adventure,null,DeveloperNight School Studio,PublisherNight School Studio,Release Date10/29/19,PlatformWindowsWindowsMac OSMac OSMac OSMac OS,Windows 7 SP1,4GB,Radeon HD 6850 or equivalent,11,5GB,null,62%,75,Strong
Cobra Kai - The Karate Kid Saga Continues₹469,Cobra Kai: The Karate Kid Saga Continues,₹469,Fighting,Co-opController SupportSingle Player,DeveloperFlux Games,PublisherGameMill Entertainment,Release Date01/10/22,PlatformWindowsWindows,Windows 7/8/10 (64-bit OS required),4 GB RAM,"Radeon HD 6870, 1 GB / GeForce GTX 650 Ti, 1 GB",DirectX 11,6 GB,"Text: Italian, German, Spanish (Spain), English, French",32%,63,Weak
Songs for a Hero - Definitive Edition₹329,Songs for a Hero - Definitive Edition,₹329,AdventureComedyPlatformer,Single Player,DeveloperDumativa Game Studio,PublisherDumativa Game Studio,Release Date07/08/21,PlatformWindowsWindows,Windows 7,4GB,Radeon X600 XT ou GeForce 6800 GT,DirectX 10,3560 MB,"Text: English, Portuguese",null,null,null
ARK: Survival Evolved₹709,ARK: Survival Evolved,₹709,RPGSurvivalAdventure,Single Player,DeveloperStudio Wildcard,PublisherSnail Games USA,Release Date06/11/20,PlatformWindowsWindows,Windows 7/8.1/10 (64-bit versions),8GB,Ragnarok - ARK Expansion Map,Valguero - ARK Expansion Map,NVIDIA GTX 670 2GB/AMD Radeon HD 7870 2GB or better,null,null,null,null
Rayman Origins₹499,Rayman Origins,₹499,ActionAdventurePlatformer,null,DeveloperUbisoft,PublisherUbisoft,Release Date02/04/21,Windows ,Windows® XP / Windows Vista® / Windows® 7 (only),128 MB DirectX® 9.0c-compliant video card or higher* (see supported list),"Rayman OriginsWhen the Glade of Dream²s is overrun by “nefurrious” Darktoons, the Fairy Council hastily invokes Rayman to save the day; but the hero of light isn’t quite all there…To help him, Rayman teams up with his best friend, Globox, and two crafty wizards, the Teensies. Together, the world’s most hilarious team of heroes will need to restore peace to the Glade, or watch as their beloved home vanishes like a bad dream...",DirectX 9.0c-compliant,"Windows-compatible keyboard, mouse, optional controller (Xbox 360® Controller for Windows recommended)",null,null,null,null
